USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	POP	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
AL	0100124	02403054	Abbeville city	25	A	2349	40255362	107642	15.543	0.042	31.564724	-85.259123
AL	0100460	02403063	Adamsville city	25	A	4381	67895675	540470	26.215	0.209	33.602315	-86.971527
AL	0100484	02405123	Addison town	43	A	659	9753293	83417	3.766	0.032	34.202681	-87.178004
AL	0100676	02405125	Akron town	43	A	228	1776165	13849	0.686	0.005	32.879066	-87.740899
AL	0100820	02403069	Alabaster city	25	A	33401	65472841	813078	25.279	0.314	33.244399	-86.847372
AL	0100988	02403074	Albertville city	25	A	22420	69770754	258708	26.939	0.1	34.26313	-86.21066
AL	0101132	02403077	Alexander City city	25	A	14831	113186307	751905	43.701	0.29	32.92724	-85.937122
AL	0101228	02403080	Aliceville city	25	A	2165	11835209	0	4.57	0.	33.123706	-88.159344
AL	0101396	02405136	Allgood town	43	A	541	2690288	1452	1.039	0.001	33.907623	-86.516109
AL	0101660	02405146	Altoona town	43	A	954	11603404	25442	4.48	0.01	34.040014	-86.305179
AL	0101708	02403097	Andalusia city	25	A	8842	50911852	405912	19.657	0.157	31.309436	-86.478031
AL	0101756	02405149	Anderson town	43	A	253	3347216	1520	1.292	0.001	34.915675	-87.274274
AL	0101852	02403101	Anniston city	25	A	21520	118685613	180468	45.825	0.07	33.673469	-85.810891
AL	0102116	02403104	Arab city	25	A	8444	34499247	344544	13.32	0.133	34.332387	-86.501167
AL	0102260	02405163	Ardmore town	43	A	1334	5289895	21830	2.042	0.008	34.987838	-86.829022
AL	0102320	02405164	Argo town	43	A	4395	27573117	146963	10.646	0.057	33.691018	-86.505281
AL	0102428	02405166	Ariton town	43	A	656	13182489	0	5.09	0.	31.597772	-85.713061
AL	0102500	02405167	Arley town	43	A	326	9740146	33989	3.761	0.013	34.076234	-87.217831
AL	0102836	02405172	Ashford town	43	A	2255	16064130	56699	6.202	0.022	31.185284	-85.236236
AL	0102860	02405173	Ashland town	43	A	1981	19025387	85046	7.346	0.033	33.269892	-85.833706
AL	0102908	02403122	Ashville city	25	A	2354	49762931	487106	19.214	0.188	33.835197	-86.270015
AL	0102956	02403123	Athens city	25	A	25733	104473221	683500	40.337	0.264	34.779021	-86.950799
AL	0103004	02403129	Atmore city	25	A	8375	56622375	194415	21.862	0.075	31.124067	-87.457798
AL	0103028	02403130	Attalla city	25	A	5829	18126813	0	6.999	0.	33.986189	-86.121037
AL	0103076	02403132	Auburn city	25	A	77066	157084761	2663622	60.651	1.028	32.607722	-85.489545
AL	0103220	02405187	Autaugaville town	43	A	787	20286746	530328	7.833	0.205	32.432563	-86.658752
AL	0103364	02405191	Avon town	43	A	466	6120731	16998	2.363	0.007	31.179727	-85.279211
AL	0103556	02405195	Babbie town	43	A	629	29709390	302262	11.471	0.117	31.302083	-86.319437
AL	0103676	02405198	Baileyton town	43	A	653	13611429	155195	5.255	0.06	34.260858	-86.608788
AL	0103724	02405200	Bakerhill town	43	A	215	7126271	0	2.751	0.	31.776923	-85.295408
AL	0103940	02405206	Banks town	43	A	155	5145554	0	1.987	0.	31.813264	-85.836434
AL	0104660	02403825	Bay Minette city	25	A	8120	44707878	198121	17.262	0.076	30.894436	-87.791306
AL	0104684	02403828	Bayou La Batre city	25	A	2178	19398410	369464	7.49	0.143	30.407586	-88.263271
AL	0104852	02405219	Bear Creek town	43	A	1038	35295458	345560	13.628	0.133	34.255481	-87.713399
AL	0104900	02405221	Beatrice town	43	A	204	3503547	0	1.353	0.	31.733309	-87.209046
AL	0104948	02405225	Beaverton town	43	A	185	11882782	0	4.588	0.	33.935411	-88.021778
AL	0105164	02405230	Belk town	43	A	187	3590249	0	1.386	0.	33.651641	-87.92861
AL	0105692	02405243	Benton town	43	A	41	781978	89459	0.302	0.035	32.307931	-86.817546
AL	0105812	02797102	Berlin town	43	A	504	3084543	11362	1.191	0.004	34.195396	-86.743618
AL	0105932	02405250	Berry town	43	A	1211	27884732	15029	10.766	0.006	33.666702	-87.609311
AL	0105980	02403864	Bessemer city	25	A	26018	104450667	540465	40.329	0.209	33.370858	-86.971522
AL	0106460	02405265	Billingsley town	43	A	129	3041964	3909	1.175	0.002	32.664711	-86.706713
AL	0107000	02403868	Birmingham city	25	A	200270	380801025	6532732	147.028	2.522	33.527174	-86.797036
AL	0107120	02405270	Black town	43	A	226	10498683	18883	4.054	0.007	31.00977	-85.74442
AL	0107456	02405280	Blountsville town	43	A	1827	14039367	179778	5.421	0.069	34.075838	-86.583918
AL	0107672	02405286	Blue Springs town	43	A	83	7500883	0	2.896	0.	31.663516	-85.503526
AL	0107912	02403886	Boaz city	25	A	10112	37683442	161880	14.55	0.063	34.19902	-86.155151
AL	0108104	02405297	Boligee town	43	A	298	10233610	36323	3.951	0.014	32.768081	-88.02859
AL	0108248	02405301	Bon Air town	43	A	171	3436489	15386	1.327	0.006	33.25937	-86.327148
AL	0109016	02405315	Brantley town	43	A	822	8047471	130826	3.107	0.051	31.581992	-86.256784
AL	0109136	02403918	Brent city	25	A	4089	22794285	77911	8.801	0.03	32.944893	-87.172088
AL	0109208	02403921	Brewton city	25	A	5254	29257480	612453	11.296	0.236	31.109175	-87.076583
AL	0109328	02403924	Bridgeport city	25	A	2262	11210021	334212	4.328	0.129	34.949312	-85.723765
AL	0109400	02403925	Brighton city	25	A	2331	3664075	0	1.415	0.	33.439551	-86.945404
AL	0109424	02405321	Brilliant town	43	A	835	27431774	0	10.591	0.	34.025671	-87.769047
AL	0109736	02405331	Brookside town	43	A	1243	16350025	27676	6.313	0.011	33.634617	-86.906314
AL	0109808	02405333	Brookwood town	43	A	2500	21679664	234011	8.371	0.09	33.239842	-87.331488
AL	0110240	02403943	Brundidge city	25	A	2067	25241183	83770	9.746	0.032	31.717639	-85.81755
AL	0111032	02405351	Butler town	43	A	1860	17484933	0	6.751	0.	32.096479	-88.210781
AL	0111416	02403965	Calera city	25	A	16626	62699913	677385	24.209	0.262	33.122319	-86.745644
AL	0111512	02403975	Camden city	25	A	1848	10836796	34892	4.184	0.013	31.998493	-87.28895
AL	0111680	02405370	Camp Hill town	43	A	1002	23283989	256573	8.99	0.099	32.797327	-85.655833
AL	0112016	02403992	Carbon Hill city	25	A	1757	14272318	194614	5.511	0.075	33.894991	-87.522078
AL	0112040	02405377	Cardiff town	43	A	57	541113	0	0.209	0.	33.64729	-86.930637
AL	0112160	02405380	Carolina town	43	A	285	2871453	20504	1.109	0.008	31.23415	-86.521001
AL	0112304	02405384	Carrollton town	43	A	1016	5331435	59271	2.058	0.023	33.261903	-88.095071
AL	0112496	02406236	Castleberry town	43	A	485	4432153	48012	1.711	0.019	31.299678	-87.029129
AL	0112760	02406240	Cedar Bluff town	43	A	1835	12455267	37623	4.809	0.015	34.221422	-85.588565
AL	0113264	02404020	Center Point city	25	A	16322	16096567	21221	6.215	0.008	33.643903	-86.684567
AL	0113648	02404025	Centre city	25	A	3605	30310951	141022	11.703	0.054	34.153059	-85.671683
AL	0113672	02404026	Centreville city	25	A	2788	24478646	377665	9.451	0.146	32.958967	-87.132043
AL	0114008	02406259	Chatom town	43	A	1095	27770887	0	10.722	0.	31.469145	-88.246019
AL	0114104	02404037	Chelsea city	25	A	15238	61597009	1076296	23.783	0.416	33.326887	-86.629519
AL	0114152	02406262	Cherokee town	43	A	972	5740572	704	2.216	0.	34.7577	-87.965589
AL	0114392	02404045	Chickasaw city	25	A	6455	10894954	908483	4.207	0.351	30.77145	-88.079697
AL	0114464	02404048	Childersburg city	25	A	4740	31936893	652345	12.331	0.252	33.292549	-86.340844
AL	0115064	02404051	Citronelle city	25	A	3930	66939276	714184	25.845	0.276	31.097269	-88.249843
AL	0115136	02404052	Clanton city	25	A	8754	59826871	357611	23.099	0.138	32.845572	-86.619494
AL	0115256	02404063	Clay city	25	A	10318	28567523	165786	11.03	0.064	33.696583	-86.608182
AL	0115304	02406273	Clayhatchee town	43	A	470	7039405	0	2.718	0.	31.236925	-85.721478
AL	0115376	02406274	Clayton town	43	A	2263	17550105	0	6.776	0.	31.882277	-85.460454
AL	0115472	02406278	Cleveland town	43	A	1248	20332689	88040	7.85	0.034	34.002179	-86.561352
AL	0115640	02404082	Clio city	25	A	1217	26070326	23254	10.066	0.009	31.708516	-85.611039
AL	0116000	02406286	Coaling town	43	A	2035	12983177	178716	5.013	0.069	33.169901	-87.349887
AL	0116240	02406288	Coffee Springs town	43	A	206	2030176	29256	0.784	0.011	31.165836	-85.910898
AL	0116264	02406289	Coffeeville town	43	A	259	11706601	0	4.52	0.	31.766564	-88.086049
AL	0116312	02406291	Coker town	43	A	902	5050443	23040	1.95	0.009	33.243752	-87.681329
AL	0116600	02406296	Collinsville town	43	A	2066	8663200	161559	3.345	0.062	34.267224	-85.86861
AL	0116684	02406297	Colony town	43	A	265	5603479	24170	2.164	0.009	33.941393	-86.902001
AL	0116744	02406298	Columbia town	43	A	694	10181708	170212	3.931	0.066	31.295351	-85.110202
AL	0116768	02404109	Columbiana city	25	A	4532	44811634	261034	17.302	0.101	33.191452	-86.615618
AL	0117176	02406310	Coosada town	43	A	1220	17855611	620670	6.894	0.24	32.495394	-86.326543
AL	0117368	02404130	Cordova city	25	A	1727	15103140	292389	5.831	0.113	33.761788	-87.199416
AL	0117824	02406321	Cottonwood town	43	A	1055	14974557	58453	5.782	0.023	31.054033	-85.29956
AL	0117968	02406322	County Line town	43	A	318	2475799	0	0.956	0.	33.820724	-86.719467
AL	0118040	02406323	Courtland town	43	A	584	7646445	64056	2.952	0.025	34.669946	-87.327892
AL	0118088	02406329	Cowarts town	43	A	1936	19823700	165559	7.654	0.064	31.206248	-85.309769
AL	0118304	02404149	Creola city	25	A	1934	40615427	2516364	15.682	0.972	30.874249	-88.009536
AL	0118856	02406341	Crossville town	43	A	1828	21659874	1995	8.363	0.001	34.282697	-85.999737
AL	0118952	02406344	Cuba town	43	A	303	10520906	18721	4.062	0.007	32.440733	-88.374798
AL	0118976	02404166	Cullman city	25	A	18461	56011012	3446745	21.626	1.331	34.17687	-86.840656
AL	0119216	02424934	Cusseta town	43	A	151	6798968	0	2.625	0.	32.787637	-85.305769
AL	0119336	02404175	Dadeville city	25	A	3079	41287399	219837	15.941	0.085	32.826114	-85.776201
AL	0119360	02404178	Daleville city	25	A	4859	36631440	0	14.143	0.	31.291533	-85.711711
AL	0119648	02404186	Daphne city	25	A	27694	49212741	306666	19.001	0.118	30.627702	-87.883992
AL	0119744	02406357	Dauphin Island town	43	A	1783	16204179	413605156	6.256	159.694	30.250913	-88.171268
AL	0119816	02406360	Daviston town	43	A	176	23658279	77680	9.135	0.03	33.056839	-85.634329
AL	0119912	02406361	Dayton town	43	A	28	2585205	0	0.998	0.	32.350958	-87.641573
AL	0120008	02406364	Deatsville town	43	A	1667	12463170	81173	4.812	0.031	32.589044	-86.389059
AL	0120104	02404206	Decatur city	25	A	57134	140785624	16840997	54.358	6.502	34.572995	-86.989901
AL	0120296	02404214	Demopolis city	25	A	7142	45956064	835091	17.744	0.322	32.499744	-87.826678
AL	0120392	02406377	Detroit town	43	A	234	3434653	0	1.326	0.	34.027379	-88.167831
AL	0120955	02406384	Dodge City town	43	A	545	9095946	27173	3.512	0.01	34.043275	-86.885524
AL	0121136	02404235	Dora city	25	A	2266	20485016	28757	7.909	0.011	33.728116	-87.081292
AL	0121184	02404238	Dothan city	25	A	71105	232650562	844856	89.827	0.326	31.233698	-85.406823
AL	0121280	02406389	Double Springs town	43	A	1112	13254933	58228	5.118	0.022	34.149648	-87.389447
AL	0121328	02406390	Douglas town	43	A	758	8817652	21418	3.405	0.008	34.168258	-86.323386
AL	0121448	02406394	Dozier town	43	A	289	7641032	31584	2.95	0.012	31.505407	-86.369235
AL	0121952	02406408	Dutton town	43	A	328	2237817	0	0.864	0.	34.606152	-85.91185
AL	0122216	02403531	East Brewton city	25	A	2291	8826253	91015	3.408	0.035	31.09144	-87.055345
AL	0122816	02406420	Eclectic town	43	A	1194	10651118	198379	4.112	0.077	32.640222	-86.041062
AL	0123176	02406427	Edwardsville town	43	A	209	42597417	0	16.447	0.	33.88374	-85.414124
AL	0123296	02403549	Elba city	25	A	3456	39725068	207250	15.338	0.08	31.417218	-86.077115
AL	0123320	02406430	Elberta town	43	A	2006	18070993	261886	6.977	0.101	30.373753	-87.595729
AL	0123344	02406431	Eldridge town	43	A	136	1813734	0	0.7	0.	33.922018	-87.620108
AL	0123488	02406437	Elkmont town	43	A	414	4254429	28880	1.643	0.011	34.932604	-86.976971
AL	0123656	02406444	Elmore town	43	A	1184	16249792	362263	6.274	0.14	32.556606	-86.341025
AL	0123872	02406447	Emelle town	43	A	32	546062	0	0.211	0.	32.728678	-88.316486
AL	0124184	02403567	Enterprise city	25	A	28838	80180731	174204	30.958	0.067	31.326898	-85.844021
AL	0124256	02406456	Epes town	43	A	269	17057790	27372	6.586	0.011	32.695049	-88.141963
AL	0124472	02406465	Ethelsville town	43	A	51	1468612	0	0.567	0.	33.414066	-88.216093
AL	0124568	02403575	Eufaula city	25	A	12866	154143207	36156632	59.515	13.96	31.909937	-85.152709
AL	0124664	02406470	Eutaw town	43	A	2921	30907142	197192	11.933	0.076	32.846247	-87.900332
AL	0124688	02406472	Eva town	43	A	592	11061069	83535	4.271	0.032	34.326504	-86.765318
AL	0124808	02403584	Evergreen city	25	A	3505	51143633	687866	19.747	0.266	31.433216	-86.976081
AL	0124880	02406476	Excel town	43	A	552	4264591	647	1.647	0.	31.426386	-87.343663
AL	0125120	02403587	Fairfield city	25	A	9985	8962228	0	3.46	0.	33.474778	-86.919413
AL	0125240	02403590	Fairhope city	25	A	22708	37491208	144549	14.475	0.056	30.52092	-87.879122
AL	0125384	02406480	Fairview town	43	A	526	5557667	33890	2.146	0.013	34.250195	-86.677724
AL	0125648	02406488	Falkville town	43	A	1187	9786880	46596	3.779	0.018	34.377019	-86.909547
AL	0125816	02406495	Faunsdale town	43	A	87	717508	0	0.277	0.	32.457614	-87.593789
AL	0125840	02403599	Fayette city	25	A	4281	22143483	212108	8.55	0.082	33.694215	-87.831169
AL	0126200	02406498	Five Points town	43	A	117	2667066	0	1.03	0.	33.017311	-85.351592
AL	0126824	02406500	Flomaton town	43	A	1462	13171016	289010	5.085	0.112	31.014816	-87.256016
AL	0126848	02406502	Florala town	43	A	1922	27279014	1158376	10.532	0.447	31.022391	-86.318152
AL	0126896	02403619	Florence city	25	A	40586	68681105	546506	26.518	0.211	34.830323	-87.666139
AL	0126992	02403626	Foley city	25	A	20885	84161189	374359	32.495	0.145	30.397009	-87.664211
AL	0127376	02406506	Forkland town	43	A	441	9049378	29059	3.494	0.011	32.647435	-87.867436
AL	0127520	02406507	Fort Deposit town	43	A	1227	14663106	0	5.661	0.	31.986261	-86.566359
AL	0127616	02403645	Fort Payne city	25	A	14871	146091741	917057	56.406	0.354	34.457329	-85.689447
AL	0128024	02406517	Franklin town	43	A	590	39043148	100001	15.075	0.039	32.452693	-85.78541
AL	0128312	02406528	Frisco City town	43	A	1171	10434173	24638	4.029	0.01	31.439485	-87.404182
AL	0128432	02406529	Fruithurst town	43	A	236	2590755	0	1.	0.	33.729539	-85.431249
AL	0128504	02406530	Fulton town	43	A	223	6348281	1428	2.451	0.001	31.790989	-87.744212
AL	0128552	02403671	Fultondale city	25	A	9528	31432755	0	12.136	0.	33.617363	-86.801436
AL	0128672	02406534	Fyffe town	43	A	973	12865340	0	4.967	0.	34.448957	-85.905167
AL	0128696	02403673	Gadsden city	25	A	33867	96942909	3184541	37.43	1.23	34.006597	-86.016078
AL	0128768	02406537	Gainesville town	43	A	173	4452046	0	1.719	0.	32.814934	-88.160791
AL	0128936	02406539	Gantt town	43	A	195	1682656	86431	0.65	0.033	31.41074	-86.483524
AL	0129032	02406541	Garden City town	43	A	529	5849008	67663	2.258	0.026	34.014688	-86.749054
AL	0129056	02403681	Gardendale city	25	A	16396	59519538	7891	22.981	0.003	33.676587	-86.809844
AL	0129296	02406555	Gaylesville town	43	A	171	3593016	94834	1.387	0.037	34.267444	-85.561248
AL	0129392	02406556	Geiger town	43	A	154	2447757	11627	0.945	0.004	32.868715	-88.318154
AL	0129464	02403687	Geneva city	25	A	4243	41134235	487450	15.882	0.188	31.044886	-85.876818
AL	0129560	02406560	Georgiana town	43	A	1324	16154557	0	6.237	0.	31.639134	-86.746762
AL	0129608	02406561	Geraldine town	43	A	910	9899665	30156	3.822	0.012	34.359087	-86.002579
AL	0129704	02406569	Gilbertown town	43	A	736	27238980	0	10.517	0.	31.866247	-88.307545
AL	0129944	02406574	Glen Allen town	43	A	428	16903757	36826	6.527	0.014	33.892108	-87.732682
AL	0129992	02403701	Glencoe city	25	A	5381	43999071	214212	16.988	0.083	33.948339	-85.933606
AL	0130160	02406579	Glenwood town	43	A	153	1892924	9019	0.731	0.003	31.671266	-86.173687
AL	0130448	02406586	Goldville town	43	A	54	2552525	39434	0.986	0.015	33.084867	-85.777982
AL	0130496	02406587	Good Hope city	25	A	2499	20338470	124722	7.853	0.048	34.11033	-86.866178
AL	0130640	02406589	Goodwater town	43	A	1291	16819854	75870	6.494	0.029	33.060713	-86.052486
AL	0130736	02406590	Gordo town	43	A	1628	8424803	10956	3.253	0.004	33.322286	-87.903681
AL	0130760	02406591	Gordon town	43	A	294	7564020	0	2.92	0.	31.143606	-85.092504
AL	0130808	02406593	Gordonville town	43	A	243	14354364	150144	5.542	0.058	32.159179	-86.704235
AL	0130880	02406594	Goshen town	43	A	267	6634644	40200	2.562	0.016	31.720015	-86.123245
AL	0131096	02406603	Grant town	43	A	1038	4795099	10961	1.851	0.004	34.518173	-86.26043
AL	0131384	02403734	Graysville city	25	A	1939	41580848	34994	16.054	0.014	33.633756	-86.941398
AL	0131720	02403743	Greensboro city	25	A	2213	6156793	24951	2.377	0.01	32.700968	-87.5937
AL	0131912	02403748	Greenville city	25	A	7361	55307707	455198	21.354	0.176	31.843072	-86.636951
AL	0132056	02406621	Grimes town	43	A	573	3242785	0	1.252	0.	31.299875	-85.450289
AL	0132080	02406623	Grove Hill town	43	A	1812	19657856	18548	7.59	0.007	31.69867	-87.772868
AL	0132224	02403768	Guin city	25	A	2187	38786251	0	14.975	0.	33.98322	-87.902363
AL	0132272	02403770	Gulf Shores city	25	A	15355	73443336	12549049	28.357	4.845	30.275837	-87.701258
AL	0132416	02403774	Guntersville city	25	A	8589	66393352	44192114	25.635	17.063	34.367947	-86.252323
AL	0132440	02406631	Gurley town	43	A	843	9194332	4113	3.55	0.002	34.702471	-86.37433
AL	0132536	02406632	Gu-Win town	43	A	141	5031111	0	1.943	0.	33.94433	-87.870376
AL	0132560	02406635	Hackleburg town	43	A	1428	39560858	27325	15.275	0.011	34.269355	-87.830402
AL	0132656	02406636	Haleburg town	43	A	114	9940861	0	3.838	0.	31.409976	-85.138068
AL	0132704	02403782	Haleyville city	25	A	4342	21713018	130983	8.383	0.051	34.233832	-87.617574
AL	0132848	02403785	Hamilton city	25	A	6922	98580691	37327	38.062	0.014	34.138713	-87.970833
AL	0132896	02406640	Hammondville town	43	A	423	12556926	31319	4.848	0.012	34.566232	-85.640348
AL	0132968	02403793	Hanceville city	25	A	3212	11354034	39512	4.384	0.015	34.06401	-86.764436
AL	0133256	02406645	Harpersville town	43	A	1633	55152241	911270	21.294	0.352	33.317725	-86.428431
AL	0133424	02403808	Hartford city	25	A	2663	16152099	37439	6.236	0.014	31.105348	-85.691225
AL	0133448	02403812	Hartselle city	25	A	15576	43012627	230139	16.607	0.089	34.440434	-86.940364
AL	0133640	02405806	Hayden town	43	A	1340	10385538	3810	4.01	0.001	33.894514	-86.744224
AL	0133712	02405810	Hayneville town	43	A	832	4821122	41249	1.861	0.016	32.182595	-86.578588
AL	0133856	02404672	Headland city	25	A	4974	78556180	25295	30.331	0.01	31.354974	-85.357031
AL	0133904	02405811	Heath town	43	A	234	2305497	26326	0.89	0.01	31.344839	-86.46905
AL	0133976	02404675	Heflin city	25	A	3429	41770384	463512	16.128	0.179	33.6474	-85.569339
AL	0134024	02404677	Helena city	25	A	21096	57135940	824956	22.06	0.319	33.283424	-86.879177
AL	0134096	02404680	Henagar city	25	A	2305	58555576	86665	22.608	0.033	34.630641	-85.730918
AL	0134480	02405832	Highland Lake town	43	A	412	4226072	924142	1.632	0.357	33.894586	-86.422553
AL	0134816	02405838	Hillsboro town	43	A	411	4872759	6209	1.881	0.002	34.642586	-87.178489
AL	0135152	02405845	Hobson City town	43	A	751	2708334	3578	1.046	0.001	33.618801	-85.846146
AL	0135200	02405846	Hodges town	43	A	263	10689877	16413	4.127	0.006	34.334246	-87.92316
AL	0135392	02404710	Hokes Bluff city	25	A	4437	30895013	423907	11.929	0.164	33.989682	-85.862873
AL	0135560	02405852	Holly Pond town	43	A	848	10480523	43056	4.047	0.017	34.167686	-86.612067
AL	0135632	02405855	Hollywood town	43	A	914	23553371	38737	9.094	0.015	34.717279	-85.965579
AL	0135800	02404724	Homewood city	25	A	27406	21433634	130815	8.276	0.051	33.45855	-86.80965
AL	0135896	02404725	Hoover city	25	A	92690	124490626	2504138	48.066	0.967	33.376949	-86.805579
AL	0136088	02405862	Horn Hill town	43	A	206	6618373	135412	2.555	0.052	31.238137	-86.325163
AL	0136448	02404738	Hueytown city	25	A	16781	50953140	435001	19.673	0.168	33.408604	-87.016565
AL	0137000	02404746	Huntsville city	25	A	216379	564925108	3733769	218.119	1.442	34.782275	-86.532599
AL	0137096	02405877	Hurtsboro town	43	A	344	2674547	0	1.033	0.	32.24009	-85.41467
AL	0137264	02405879	Hytop town	43	A	440	8961209	8532	3.46	0.003	34.896635	-86.089176
AL	0137312	02405880	Ider town	43	A	728	14060170	0	5.429	0.	34.702599	-85.668958
AL	0137465	02404759	Indian Springs Village city	25	A	2538	10036029	90324	3.875	0.035	33.361209	-86.746856
AL	0137864	02404765	Irondale city	25	A	13476	44837308	437253	17.312	0.169	33.539914	-86.659082
AL	0138152	02404775	Jackson city	25	A	4728	40504188	498692	15.639	0.193	31.532321	-87.891183
AL	0138248	02405902	Jacksons' Gap town	43	A	748	22055456	50818	8.516	0.02	32.884019	-85.815046
AL	0138272	02404780	Jacksonville city	25	A	14301	28250806	25198	10.908	0.01	33.810066	-85.755217
AL	0138416	02404790	Jasper city	25	A	14530	75951278	864503	29.325	0.334	33.856035	-87.270268
AL	0138608	02404801	Jemison city	25	A	2637	29384583	188725	11.345	0.073	32.970705	-86.73307
AL	0139280	02405930	Kansas town	43	A	180	2632976	7172	1.017	0.003	33.902808	-87.556598
AL	0139472	02405933	Kellyton town	43	A	127	2504086	1487	0.967	0.001	32.979188	-86.034608
AL	0139520	02405936	Kennedy town	43	A	436	7999075	0	3.088	0.	33.58096	-87.986034
AL	0139784	02405945	Killen town	43	A	1030	5243524	13074	2.025	0.005	34.860954	-87.529346
AL	0139856	02405948	Kimberly city	25	A	4279	15181758	0	5.862	0.	33.780312	-86.800593
AL	0140072	02405953	Kinsey town	43	A	2208	31370137	28161	12.112	0.011	31.296269	-85.334994
AL	0140096	02405954	Kinston town	43	A	585	12671295	62341	4.892	0.024	31.219604	-86.170075
AL	0140672	02404846	La Fayette city	25	A	2671	22940321	71565	8.857	0.028	32.899427	-85.400795
AL	0140888	02405980	Lakeview town	43	A	164	1678997	0	0.648	0.	34.391675	-85.975573
AL	0140928	02405977	Lake View town	43	A	3574	5444761	606017	2.102	0.234	33.288266	-87.132653
AL	0141296	02404883	Lanett city	25	A	6934	16167433	0	6.242	0.	32.857768	-85.207761
AL	0141368	02405985	Langston town	43	A	267	12755795	8595968	4.925	3.319	34.545063	-86.09335
AL	0141968	02404905	Leeds city	25	A	12337	58946971	601265	22.76	0.232	33.546847	-86.571448
AL	0142016	02405999	Leesburg town	43	A	967	16239272	32359	6.27	0.012	34.178627	-85.777897
AL	0142160	02406001	Leighton town	43	A	649	5587415	998	2.157	0.	34.69368	-87.524282
AL	0142352	02406007	Lester town	43	A	112	4945741	5534	1.91	0.002	34.982751	-87.155534
AL	0142472	02406009	Level Plains town	43	A	1815	7944593	0	3.067	0.	31.307124	-85.768722
AL	0142640	02406013	Lexington town	43	A	728	8380002	12555	3.236	0.005	34.959351	-87.37283
AL	0142808	02406018	Libertyville town	43	A	109	1347462	7932	0.52	0.003	31.24005	-86.456955
AL	0143120	02404929	Lincoln city	25	A	6908	66485246	519029	25.67	0.2	33.580169	-86.127876
AL	0143240	02404934	Linden city	25	A	1928	9268328	88546	3.579	0.034	32.30136	-87.792583
AL	0143264	02404935	Lineville city	25	A	2477	25039159	186352	9.668	0.072	33.312832	-85.752278
AL	0143336	02404936	Lipscomb city	25	A	2086	3045949	0	1.176	0.	33.426005	-86.926103
AL	0143384	02406024	Lisman town	43	A	420	6697384	0	2.586	0.	32.171729	-88.284092
AL	0143648	02406027	Littleville town	43	A	1048	12877628	116619	4.972	0.045	34.595132	-87.670739
AL	0143720	02404942	Livingston city	25	A	3329	18465820	215417	7.13	0.083	32.595549	-88.186929
AL	0143744	02406032	Loachapoka town	43	A	161	2948001	19893	1.138	0.008	32.607946	-85.598479
AL	0143816	02406033	Lockhart town	43	A	443	2818242	103127	1.088	0.04	31.013011	-86.350273
AL	0143888	02406036	Locust Fork town	43	A	1207	10039817	27165	3.876	0.01	33.876794	-86.647093
AL	0144344	02406049	Louisville town	43	A	398	7118467	0	2.748	0.	31.781047	-85.558336
AL	0144536	02406051	Lowndesboro town	43	A	87	2050742	0	0.792	0.	32.276422	-86.610848
AL	0144608	02406055	Loxley town	43	A	3636	82810432	987543	31.973	0.381	30.684588	-87.739213
AL	0144728	02404977	Luverne city	25	A	2737	40525808	70615	15.647	0.027	31.718941	-86.269082
AL	0144800	02406065	Lynn town	43	A	610	27585082	35555	10.651	0.014	34.057591	-87.548643
AL	0145472	02406131	McIntosh town	43	A	204	2579767	0	0.996	0.	31.264957	-88.028369
AL	0145496	02406134	McKenzie town	43	A	514	9644441	43121	3.724	0.017	31.54647	-86.725954
AL	0145640	02406137	McMullen town	43	A	35	283764	0	0.11	0.	33.1481	-88.175749
AL	0145784	02404989	Madison city	25	A	57310	78636371	339623	30.362	0.131	34.710533	-86.76228
AL	0145904	02406075	Madrid town	43	A	270	4524698	0	1.747	0.	31.035635	-85.399205
AL	0146072	02406080	Magnolia Springs town	43	A	811	2327883	162830	0.899	0.063	30.40341	-87.775895
AL	0146264	02406084	Malvern town	43	A	1615	36313078	12962	14.021	0.005	31.143698	-85.522973
AL	0146504	02406093	Maplesville town	43	A	642	8463710	104846	3.268	0.04	32.788282	-86.876651
AL	0146696	02406094	Margaret town	43	A	5192	25438732	39224	9.822	0.015	33.67284	-86.463942
AL	0146768	02405020	Marion city	25	A	3148	27374935	232820	10.57	0.09	32.631968	-87.317333
AL	0147728	02406119	Maytown town	43	A	316	7057041	0	2.725	0.	33.549954	-87.000043
AL	0148052	02406145	Memphis town	43	A	26	1002838	11307	0.387	0.004	33.137044	-88.305942
AL	0148064	02406147	Mentone town	43	A	323	11107213	27272	4.289	0.011	34.563209	-85.589704
AL	0148376	02404254	Midfield city	25	A	5185	6883249	0	2.658	0.	33.45527	-86.922411
AL	0148400	02406160	Midland City town	43	A	2256	15682081	0	6.055	0.	31.315689	-85.493686
AL	0148424	02406161	Midway town	43	A	418	8570511	0	3.309	0.	32.076373	-85.524417
AL	0148712	02404261	Millbrook city	25	A	16525	36572916	777932	14.121	0.3	32.501474	-86.373914
AL	0148808	02406164	Millport town	43	A	1009	14226300	35345	5.493	0.014	33.555935	-88.082382
AL	0148832	02406165	Millry town	43	A	448	19398790	64927	7.49	0.025	31.621199	-88.327956
AL	0150000	02404278	Mobile city	25	A	206488	361255557	105135405	139.482	40.593	30.668426	-88.100226
